Study_Hours,Attendance,Sleep_Hours,Previous_Score,Assignment_Score,Final_Score
13.986856612044932,95.99355436586002,5.989786070030742,36.382886631839135,64.63807674042079,45.67200135027678
11.44694279531526,91.24633682912769,6.626577595141378,52.09422483830747,74.62555813273099,49.50777700106093
14.59075415240277,82.59630369920174,5.849096094800046,58.79591699867534,75.21620246453335,40.05076612309345
18.092119425632102,75.53063222294426,6.430446164433151,93.31531486010286,80.67156415012087,60.16939127833755
11.063386501106656,88.9822331361359,4.527662399655457,73.34829686800637,58.59769964063008,57.78677325591451
11.063452172203277,85.9348538542175,7.055952448847526,44.96777646350163,82.11080728616797,42.17650771534058
18.316851262029566,90.95193220027733,6.801446570434669,72.29054434126455,42.547300420766696,64.47019892216478
15.069738916611636,88.35171801681969,5.819493642718172,41.79044016592452,67.44138537163428,52.2801650144902
10.122102456260192,92.49552715319335,7.591094802118886,81.2403658083061,69.14071389058147,55.513013080845475
14.170240174343858,76.64764788439432,7.92508416515187,57.93313022273182,82.59992191285487,53.92930717123053
10.146329228750151,95.17394065634326,4.870928162757231,63.59545716891244,75.27157023212243,64.50666957439464
10.137080985718972,83.975996046924,5.884730265720543,84.88694971313285,58.13324335372456,61.34016941116399
12.967849086264136,100.0,5.877029180255242,45.692546471236255,63.180082490195815,51.15692140169099
4.346879021368808,75.10812181910433,5.672116278669362,44.04322722330513,77.38416011456889,42.136646037860274
5.100328669947869,99.3596380316525,7.795369810318098,56.246010104809926,74.05119189762533,55.352982565416035
9.750849883036109,83.97910783462648,6.567408633472636,80.57568276528974,68.05051068437105,53.42635883036031
7.948675518662305,82.65732566017496,6.482582190427267,42.209808867847364,69.22999452585624,30.345278839458175
13.256989330381096,77.16114165945679,4.3953651627118955,22.517666028341466,83.35401596591147,54.92528581901222
8.367903697915157,78.7965269180568,7.5625016362510715,58.23261712386502,68.78768912556943,52.556022320177284
6.350785194658834,86.24165946401916,5.312889926175833,73.27611199866381,73.94290507165113,55.940790962887
17.862595075686215,87.228354880355,6.871919156319594,83.00392624608244,100.0,64.35108529942282
11.096894798053857,76.26299996061421,7.1328523255498295,58.05257956871902,57.91580835739292,44.99469978261337
12.270112818751695,81.75645407739017,8.43279031500638,58.82860089325996,52.777887221104095,51.9784833533347
6.301007255146173,100.0,5.229415521057065,82.30851101383621,84.40307597758328,47.87114783674396
9.82246910189927,99.27543170100711,3.1765854130150095,36.95387450456869,66.85628326447076,59.92153108435106
12.443690358839465,86.36323669674032,7.020619453704434,59.17218837225486,71.18114966708856,45.42844621631433
7.396025690310789,82.380034781682,8.960613417813024,67.85635834887587,65.62612346242663,48.8084740211961
13.502792073382688,83.20031326718261,8.286735623527324,71.73828081927552,71.88239831078985,55.83713891960452
9.597445240324781,88.13517972730416,7.051591298329551,57.35289960213676,94.1824573451561,64.33652943608527
12.10595377841073,71.77207434801595,6.210036577241543,65.51661517558762,84.62554150341744,52.40436942483215
9.593173551082412,79.42623462576655,7.768547115964772,27.67508969880516,85.34668214264373,37.696168408731744
19.409112738035752,65.3141592612241,5.631744560354638,55.126273814992274,58.00527533048825,56.66610266318756
11.946011101048263,85.9922312260528,7.371629323227463,71.80263068831701,61.18615516136557,61.62327169113282
7.769156284176399,88.4719593970274,7.406564190999952,50.265589486179806,40.93105608617488,51.951990546044755
15.290179648412757,77.16813537700627,8.072251888998656,65.88476332384396,65.28743014700694,60.90364131970127
7.116625400115911,97.73986763290033,10.0,71.70308751204047,86.4804382366279,80.3731414223707
12.835454380019021,69.7423433699766,7.27089916061452,59.86176198713353,81.20335818898045,67.72866702885797
4.161319504480898,67.3562511979018,6.189243649151002,67.55695656494856,72.34184084457452,43.5279933645467
6.687255804406278,84.24451818559972,6.769310825369606,50.55901152073082,74.73239659538336,60.82359689611566
12.787444943476494,92.47098302612154,4.677108914133058,61.9008308045593,66.73337348909513,54.8161880850023
14.953866319981643,98.83927691457869,5.96634424269313,74.15324254383833,77.4571065888214,63.72891696675498
12.685473124759882,82.65732566017496,6.308861074264275,67.35459441452652,84.19053935376738,42.79724539682956
11.537406870447038,92.78680833431295,6.171093922478489,56.202030956540966,55.60935855107432,50.270838191762095
10.795585217642845,81.61491530499293,6.982825846440466,68.36324606436189,78.59577225404817,49.83630026597363
6.0859120385302905,80.2737270005918,5.813096081141359,75.71914685954927,86.18921845145601,60.24957899960208
9.120623166421165,90.83659937486672,8.145236800789366,34.25088082133783,70.01879653243957,56.639556545802854
10.15744491616085,88.52322878413419,6.800248477901836,82.38611097433846,83.408407345447,45.876088215351025
16.22848890487566,66.2360784301575,6.7888396146336625,59.95617891978392,100.0,53.94524690660457
13.374473158273846,96.76540349725896,6.406526340184499,71.38234899860345,73.74788648415729,66.71734224675075
4.947839378549064,95.80091354147451,6.9862288206307745,82.95870385467842,79.71968460006389,58.77616140921512
13.29633587757918,75.7443729849047,7.790117917601162,44.42489454154301,66.1433149960633,54.311769680544025
10.459670878334734,85.95803533437409,5.759443741146919,54.3583849635868,77.1750139512246,53.25691339542111
9.292311998776166,86.94030186282738,6.010260213109692,60.67176956186443,80.52325949978764,55.26764985591493
14.446705155363471,84.60673765823907,6.4355287654680025,53.24369718313358,77.33810808324165,50.7765177418565
16.123998089983804,76.4969484615458,5.184954891832142,91.02404863755213,62.76365616349372,49.23653350833914
15.725120476464795,75.28376632061949,5.816890568334203,52.148418592598105,77.47634125590541,42.21990902515275
8.643129907109445,81.74445929008554,6.2285349517464095,56.666798307697,92.54635126461164,57.10359205769766
10.763150496595141,93.72729019259364,7.849267016855273,68.06583547404465,80.38362917417433,59.47749081217072
13.325053725614255,87.43600154594432,7.115073594802309,46.96775710885866,86.5438462688621,52.25031769720763
15.902180508489437,78.29385667913894,7.032307893641053,59.06478932365604,72.15585635984847,50.78754902490306
10.08330304861884,89.71698710648344,7.821077554601566,69.76179891875263,83.99880287308453,56.90817791884699
11.257364093344732,53.51457379369924,6.635153853920724,60.00709393426233,78.35121405859832,54.76100042313398
7.574660103975887,93.48765700372104,6.801040060531292,63.599197116500775,63.58907124375322,52.1634969974321
7.215173503677317,64.60286221221901,6.801040060531292,57.06001831327444,78.8222520575865,38.219860804418644
